Using custom data configuration default-97e4152d5e42b741
 0 tables [00:00, ? tables/s]                              Special tokens have been added in the vocabulary, make sure the associated word embedding are fine-tuned or trained.
0.0,el molí de roda de ter és molt antic,el molí de roda de ter és molt antic
0.0,a la tardor cauen les fulles dels arbres,a la tardor cauen les fulles dels arbres
0.2,el grup en què cantava dani martín es va desfer,el grup en què cantava dani martines va desfer
0.14285714285714285,els pneumàtics pirelli s'aferren a la carretera,els pneumàtics pireli s'aferren a la carretera
0.0,a sant pere de vilamajor s'hi celebra anualment una fira medieval,a sant pere de vilamajor s'hi celebra anualment una fira medieval
0.36363636363636365,a mamma mia queda clar que pierce brosnan no sap cantar,a mà mamia queda clar que pirs brosnen no sap cantar
0.07142857142857142,qui busqui frigorífics de l'empordà ha de desplaçar-se fins a la ciutat de figueres,qui busqui frigorífic de l'empordà ha de desplaçar-se fins a la ciutat de figueres
0.1,vaig anar a veure el musical d'abba milions de vegades,vaig anar a veure el musical d'ava milions de vegades
0.06666666666666667,jordi arbonés va ser un traductor al català de literatura anglesa extraordinari un dels millors,jordi arbonès va ser un traductor al català de literatura anglesa extraordinari un dels millors
0.0,avui dia google és la marca més valuosa del món,avui dia google és la marca més valuosa del món
0.0,a moçambic parlen portuguès,a moçambic parlen portuguès
0.08333333333333333,el principi actiu de parodontax fa millorar els pacients en vint-i-quatre hores,el principi actiu de parudontaxs fa millorar els pacients en vint-i-quatre hores
0.16666666666666666,els universitaris anglesos van de festa a salou i beuen massa alcohol,els universitaris anglesos van de festa a salo i veuen massa alcohol
0.1875,hi ha una botigueta de càrniques toni josep a la vora de la sortida del metro,hi ha una botigueta de càrn i castoni josep a la vora de la sortida del metro
0.0,el millor paper de fumar és l'smoking i està fet a barcelona,el millor paper de fumar és l'smoking i està fet a barcelona
0.08333333333333333,rolex és una de les marques de rellotges més conegudes del món,rollex és una de les marques de rellotges més conegudes del món
0.0,lloret de mar és un clar exemple de pornografia urbanística,lloret de mar és un clar exemple de pornografia urbanística
0.4,red bull et dóna ales,redbuld et dóna ales
0.2,ha menjat vuit galetes perquè tenia un buit a l'estómac,ha menjat buigaletes perquè tenia un buit a l'estómac
0.18181818181818182,és la segona vegada que et truco i no em contestes,és la segona vegada que truco i no en contestes
0.0,li van regalar entrades per al circuit de valència i no hi va anar quina llàstima,li van regalar entrades per al circuit de valència i no hi va anar quina llàstima
0.0,cent dotze és el número d'emergències,cent dotze és el número d'emergències
0.2857142857142857,quin és l'equip actual de pep guardiola,quin és l'equip actual de pep-guardiola
0.06666666666666667,sant vicenç de montalt comparteix amb caldes d'estrac una de les millors platges del maresme,sant vicenç de montal comparteix amb caldes d'estrac una de les millors platges del maresme
0.0,el metge que em va operar era de damasc,el metge que em va operar era de damasc
0.0,els nens comencen la classe a les nou,els nens comencen la classe a les nou
0.25,la riera d'arenys de munt està parcialment asfaltada,la riera d'arenys deamunt està parcialment asfaltada
0.09090909090909091,per anar a aquella illa has de volar amb pacífic aerolínies,per anar a aquella illa has de volar en pacífic aerolínies
0.25,la yoko ono i el john lennon van protagonitzar una de les portades més emblemàtiques de la revista rolling stone,la jocoon i el john leinon van protagonitzar una de les portades més emblemàtiques de la revista rollinston
0.1111111111111111,antonio banderas és una gran estrella als estats units,antonio banderes és una gran estrella als estats units
0.36363636363636365,el rei i les infantes passen les vacances esquiant a baqueira-beret,el rei i les infantes passen les vacances esqui anava ceire baret
0.0,les excursions de l'escola al berguedà van ser organitzades per una empresa externa,les excursions de l'escola al berguedà van ser organitzades per una empresa externa
0.2,què fa la gent de lliçà de vall a l'estiu,què fa la gent de lliçà d'avall a l'estiu
0.14285714285714285,roses té platges magnífiques fa calfreds pensar com devia ser i com és ara,roses té platges magnífiques fa que elfreds pensar com devia ser i com és ara
0.3333333333333333,les piles cegasa es venen en paquets de vuit,les piles segassa es venen enb paquets de buit
0.0,viu al quart segona de l'edifici atrotinat que hi ha davant de l'escola,viu al quart segona de l'edifici atrotinat que hi ha davant de l'escola
0.0,les restes romàniques del castell del papiol són impressionants,les restes romàniques del castell del papiol són impressionants
0.0,el petit trianon està molt a prop del palau de versalles,el petit trianon està molt a prop del palau de versalles
0.0,a vilafranca del penedès hi ha la plaça més castellera,a vilafranca del penedès hi ha la plaça més castellera
0.3333333333333333,quants oscars ha guanyat tom hanks,quants oscars ha guanyat tonhangs
0.09090909090909091,carles puyol és el millor capità de la història del barça,carles punyol és el millor capità de la història del barça
0.21428571428571427,joaquim amat-piniella fou empresonat al camp de mauthausen i escrigué una novel·la sobre l'experiència,joaquim amat piniella fou empresonat al camp de manhauson i escrigué una novel·la sobre l'experiència
0.16666666666666666,portes un look molt dels vuitanta,portes un luc molt dels vuitanta
0.4,el pare de nicole richie és el músic lionel richie,el pare de nicoul richy és el músic lyonel richi
0.2857142857142857,vam treballar gairebé cinc anys amb la gent del laboratori de campi i jové,vam treballar gairebé cinc anys amb l'agent del laboratori de campi jove
0.125,andreu buenafuente és un apassionat de la lasanya,andreu benafuente és un apassionat de la lasanya
0.0,la meva família sempre ha estiuejat a vallromanes,la meva família sempre ha estiuejat a vallromanes
0.2,anna duran té trenta anys,anna durant té trenta anys
0.2222222222222222,a lesotho tenen un greu problema amb la sida,alesoto tenen un greu problema amb la sida
0.0,quan parlem de vim parlem de l'editor o del producte de neteja,quan parlem de vim parlem de l'editor o del producte de neteja
0.21428571428571427,janet jackson ha sabut mesclar música negra i pop-rock com poques del seu temps,janet jackson ha sabut masclar música negra i pop rock com poques del seu temps
0.0,em pregunto si encara envegen a sant jaume d'enveja,em pregunto si encara envegen a sant jaume d'enveja
0.0,demà celebraré el meu centè aniversari,demà celebraré el meu centè aniversari
0.0,un dels països amb millor qualitat de vida del món és el canadà,un dels països amb millor qualitat de vida del món és el canadà
0.07142857142857142,després d'escoltar viva la vida de coldplay no se la podia treure del cap,després d'escoltar viva la vida de kolplay no se la podia treure del cap
0.18181818181818182,lluïsa i francesca forrellad eren germanes bessones i totes dues escriptores,lluïsa i francesc aforrellat eren germanes bessones i totes dues escriptores
0.25,sembla que les botigues naturhouse hi ha no estan tan de moda,sembla que les botigues naturhaus ja no estan tan de moda
0.0,l'uzbekistan pertany a europa o a àsia,l'uzbekistan pertany a europa o a àsia
0.14285714285714285,quines editorials formen part del grup mondadori,quines editorials formen part del grup mundadori
0.125,margot robbie és l'actriu més popular del moment,margot robi és l'actriu més popular del moment
0.16666666666666666,naomi campbell és una model anglesa bellíssima amb ancestres africans i xinesos,naomi camble és una modela anglesa bellíssima amb ancestres africans i xinesos
0.14285714285714285,no hi ha cap problema amb intermes nets des de l'inici de la crisi,no hi ha cap problema amb inter mes nets des de l'inici de la crisi
0.3,de camí a andorra parem a organyà per comprar embotits,de camvi a andorra pararem a organyar per comprar embotits 58%|█████▊    | 2315/3976 [05:43<03:29,  7.91ex/s] 58%|█████▊    | 2316/3976 [05:43<04:10,  6.63ex/s] 58%|█████▊    | 2317/3976 [05:43<03:49,  7.22ex/s] 58%|█████▊    | 2318/3976 [05:43<03:58,  6.95ex/s] 58%|█████▊    | 2319/3976 [05:43<05:38,  4.89ex/s] 58%|█████▊    | 2320/3976 [05:44<04:58,  5.54ex/s] 58%|█████▊    | 2321/3976 [05:44<04:39,  5.91ex/s] 58%|█████▊    | 2322/3976 [05:44<04:07,  6.67ex/s] 58%|█████▊    | 2323/3976 [05:44<04:29,  6.14ex/s] 58%|█████▊    | 2324/3976 [05:44<04:36,  5.98ex/s] 58%|█████▊    | 2325/3976 [05:44<04:29,  6.13ex/s] 59%|█████▊    | 2326/3976 [05:44<04:51,  5.66ex/s] 59%|█████▊    | 2327/3976 [05:45<04:50,  5.67ex/s] 59%|█████▊    | 2328/3976 [05:45<04:28,  6.14ex/s] 59%|█████▊    | 2329/3976 [05:45<04:26,  6.17ex/s] 59%|█████▊    | 2330/3976 [05:45<04:13,  6.50ex/s] 59%|█████▊    | 2331/3976 [05:45<04:00,  6.85ex/s] 59%|█████▊    | 2332/3976 [05:45<03:39,  7.49ex/s] 59%|█████▊    | 2333/3976 [05:46<05:05,  5.38ex/s] 59%|█████▊    | 2334/3976 [05:46<04:52,  5.62ex/s] 59%|█████▊    | 2335/3976 [05:46<04:42,  5.80ex/s] 59%|█████▉    | 2336/3976 [05:46<04:40,  5.85ex/s] 59%|█████▉    | 2337/3976 [05:46<04:09,  6.56ex/s] 59%|█████▉    | 2338/3976 [05:47<07:23,  3.69ex/s] 59%|█████▉    | 2339/3976 [05:47<06:32,  4.17ex/s] 59%|█████▉    | 2340/3976 [05:47<05:48,  4.70ex/s] 59%|█████▉    | 2341/3976 [05:47<05:07,  5.31ex/s] 59%|█████▉    | 2342/3976 [05:47<04:27,  6.10ex/s] 59%|█████▉    | 2343/3976 [05:47<04:13,  6.44ex/s] 59%|█████▉    | 2344/3976 [05:48<04:12,  6.46ex/s] 59%|█████▉    | 2345/3976 [05:48<05:09,  5.26ex/s] 59%|█████▉    | 2346/3976 [05:48<04:54,  5.54ex/s] 59%|█████▉    | 2347/3976 [05:48<04:33,  5.96ex/s] 59%|█████▉    | 2348/3976 [05:48<04:45,  5.70ex/s] 59%|█████▉    | 2349/3976 [05:49<04:44,  5.72ex/s] 59%|█████▉    | 2350/3976 [05:49<05:06,  5.30ex/s] 59%|█████▉    | 2351/3976 [05:49<04:51,  5.58ex/s] 59%|█████▉    | 2353/3976 [05:49<04:26,  6.08ex/s] 59%|█████▉    | 2354/3976 [05:49<04:26,  6.08ex/s] 59%|█████▉    | 2355/3976 [05:50<04:24,  6.12ex/s] 59%|█████▉    | 2356/3976 [05:50<04:18,  6.27ex/s] 59%|█████▉    | 2357/3976 [05:50<04:22,  6.16ex/s] 59%|█████▉    | 2358/3976 [05:50<04:20,  6.20ex/s] 59%|█████▉    | 2359/3976 [05:50<04:18,  6.24ex/s] 59%|█████▉    | 2360/3976 [05:50<04:08,  6.49ex/s] 59%|█████▉    | 2361/3976 [05:50<03:45,  7.16ex/s] 59%|█████▉    | 2362/3976 [05:51<03:56,  6.81ex/s] 59%|█████▉    | 2363/3976 [05:51<05:25,  4.96ex/s] 59%|█████▉    | 2364/3976 [05:51<04:48,  5.59ex/s] 59%|█████▉    | 2365/3976 [05:51<04:22,  6.13ex/s] 60%|█████▉    | 2366/3976 [05:51<04:02,  6.64ex/s] 60%|█████▉    | 2367/3976 [05:51<03:49,  7.02ex/s] 60%|█████▉    | 2368/3976 [05:52<04:06,  6.51ex/s] 60%|█████▉    | 2369/3976 [05:52<04:08,  6.46ex/s] 60%|█████▉    | 2370/3976 [05:52<04:22,  6.11ex/s] 60%|█████▉    | 2371/3976 [05:52<04:04,  6.56ex/s] 60%|█████▉    | 2372/3976 [05:52<04:24,  6.07ex/s] 60%|█████▉    | 2373/3976 [05:52<04:19,  6.17ex/s] 60%|█████▉    | 2374/3976 [05:53<04:18,  6.20ex/s]
0.0,potser serà imitada però mai serà igualada,potser serà imitada però mai serà igualada
0.0,és un quart de cinc i encara no he aconseguit adormir-me,és un quart de cinc i encara no he aconseguit adormir-me
0.2857142857142857,ha mort el cantant nord-americà stevie wonder,ha mort el cantant nord-americà stibi wondar
0.06666666666666667,philips és una empresa internacional d'energia la seu central de la qual és a houston,fílips és una empresa internacional d'energia la seu central de la qual és a houston
0.2857142857142857,araceli segarra ha pujat cims molt alts,aracel i segarra ha pujat cims molt alts
0.06666666666666667,si imaginem la postal més típica de parís no hi pot faltar la torre eiffel,si imaginem la postal més típica de parís no hi pot faltar la torre eifel
0.0,molta gent coneix la veu de lluís marco sense saber-ho,molta gent coneix la veu de lluís marco sense saber-ho
0.0,montilla va ser president de catalunya amb el suport d'esquerra d'iniciativa i del seu propi partit,montilla va ser president de catalunya amb el suport d'esquerra d'iniciativa i del seu propi partit
0.0,els de ferrocarrils s'encarreguen de recollir les deixalles a terrassa,els de ferrocarrils s'encarreguen de recollir les deixalles a terrassa
0.14285714285714285,els de movistar m'envien cartes cada més,els de movistar m'envien cartes cada mes
0.0,francesc vallés i vives és un dels homes forts del psc a reus,francesc vallés i vives és un dels homes forts del psc a reus
0.3,és interessant la idea del poliglotisme passiu de delfí dalmau,és interessant la idea del poliglotisme passiu de del fi delmau
0.16666666666666666,el meu amic treballa a clariant,el meu amic treballa a clarian
0.06666666666666667,adele és una de les cantants que té un millor directe del panorama musical actual,adel és una de les cantants que té un millor directe del panorama musical actual
0.18181818181818182,per fi van donar un oscar a leonardo dicaprio se'l mereixia,per fi van donar un oscar a leonardo di caprio se'l mereixia
0.3333333333333333,he hagut de buscar a google per saber qui era andy lau,he ha hagut de buscar google per saber qui era andilau
0.0,l'imperi romà ja existia fa dos mil anys,l'imperi romà ja existia fa dos mil anys
0.21428571428571427,tenia tanta gana que vaig entrar al burger king a demanar un menú xxl,tenia tanta gana que vaig entrar al würger king a demanar un menu ixxl
0.0,aigües de barcelona és una empresa que té moltes polèmiques arreu del món,aigües de barcelona és una empresa que té moltes polèmiques arreu del món
0.25,karma informàtica abans fabricava disquets per a ordinador,carme informàtica abans fabricava disquets per ordinador
0.0,a cànoves i samalús encenen una carbonera cada dos anys,a cànoves i samalús encenen una carbonera cada dos anys
0.2222222222222222,on es pot escoltar la música de quimi portet,o n es pot escoltar la música de quimi portet
0.25,jodie foster va fer de clarice starling a el silenci dels anyells,jodi foster va fer d'aclarís starling a el silenci dels anyells
0.0,vilanova del vallès és ple de fàbriques,vilanova del vallès és ple de fàbriques
0.09090909090909091,twiggy era una model molt prima de l'època dels meus pares,twigy era una model molt prima de l'època dels meus pares
0.25,el biel va créixer i ha seguit actuant,eubiel va créixer i ha seguit actuant
0.18181818181818182,crec que això cau al tarragonès però consulta-ho en un mapa,crec que això acau el tarragonès però consulta-ho en un mapa
0.1111111111111111,sallent és conegut per les seves mines de sal,sallent és conegut per les seves miles de sal
0.2727272727272727,parlant d'ufologia i d'antics astronautes andreas kaiser té molt a dir,parlant d'ofologia i d'antics astronautes andrersqeisser té molt a dir
0.0,l'estil narratiu de l'escriptor javier araguz està molt influït pel manga el món del còmic i els videojocs,l'estil narratiu de l'escriptor javier araguz està molt influït pel manga el món del còmic i els videojocs
0.09090909090909091,la versió catalana de menjar ràpid es diu pans and company,la versió catalana de menjar ràpid es diu pans en company
0.14285714285714285,les càmeres de panasonic són força dolentes,les càmeres de panaçònic són força dolentes
0.0,vam parar a dinar en una masia de santa coloma de farners,vam parar a dinar en una masia de santa coloma de farners
0.625,la mirada penetrant de mercedes sampietro és esfereïdora,la mirada penetrant de merce de sant pietro és asfaraïdora
0.25,a molts fans de fernando alonso no els agrada lewis hamilton des de la temporada en què van compartir escuderia,a molts fans de fernando a lonso no els agrada a lwis hamilton des de la temporada en què van compartir escuderià
0.0,a fornells de la selva hi viuen poc més de dos mil habitants,a fornells de la selva hi viuen poc més de dos mil habitants
0.16666666666666666,vivia al costat d'una perruqueria llongueras,vivia al costat d'una perruqueria llongueres
0.07692307692307693,quan l'ariadna va anar a colòmbia no ens en va dur cap record,quan l'ariadna va anar a colòmbia no ens en va edur cap record
0.0,jamaica és la terra d'alguns dels millors atletes del món,jamaica és la terra d'alguns dels millors atletes del món
0.07692307692307693,patrícia gabancho és coneguda perquè és tertuliana i surt molt per la televisió,patrícia gavanxo és coneguda perquè és tertuliana i surt molt per la televisió
0.5,per viatjar pel sud-est asiàtic surt molt a compte volar amb vueling,per viatjar pel sud-est asiàtic surt mo la comta vula am welling
0.0,fernando alonso té el coll molt gruixut perquè està molt fort,fernando alonso té el coll molt gruixut perquè està molt fort
0.0,frederic garcia pesa seixanta-vuit quilos,frederic garcia pesa seixanta-vuit quilos
0.0,els avions d'austràlia línies de vol són molt nous,els avions d'austràlia línies de vol són molt nous
0.4,com que arriba el novembre comprarem panellets castanyes i moniatos,quan que arriba al novembre compraran penellets castanyes i moniatos
0.2,encara que no ho sembli canberra és la capital d'austràlia,encara que no ho sembli que enberra és la capital d'austràlia
0.0625,recordo radio futura com la música que vaig escoltar la meva primera nit boja a barcelona,recordo ràdio futura com la música que vaig escoltar la meva primera nit boja a barcelona
0.07692307692307693,vaig passar més de tretze hores a l'aeroport esperant el vol de vueling,vaig passar més de tretze hores a l'aeroport esperant el vol de welling
0.2222222222222222,va haver-hi una avaria en una fàbrica a l'anoia,va haver-hi una varia en una fàbrica a lanoia
0.14285714285714285,és un inútil un zero a l'esquerra,és un inútil un zero a l'esquerre
0.25,del grup magic només en conec john key,del grup màgic només en conec john kay
0.0,m'agrada el barret negre que porta joan clos als seus concerts,m'agrada el barret negre que porta joan clos als seus concerts
0.15384615384615385,tinc una assegurança amb axa que m'inclou un rentat de boca cada any,tinc una assegurança maxa que m'inclou un rentat de boca cada any
0.0,al jovent d'avui en dia li agrada l'estil d'ismael miquel,al jovent d'avui en dia li agrada l'estil d'ismael miquel
0.0,en carles volia una moto pel seu aniversari però encara no tenia carnet,en carles volia una moto pel seu aniversari però encara no tenia carnet
0.3333333333333333,un entrepà d'anxoves de l'escala és el més bo que hi ha,un entre pa d'en xoves de l'escala és el més bo que hi ha
0.0,quan era petit a l'estiu fèiem escapades a sant feliu de guíxols per fer un dia de platja,quan era petit a l'estiu fèiem escapades a sant feliu de guíxols per fer un dia de platja
0.07692307692307693,dolores castelltort atleta dels anys trenta va destacar en el salt de llargada,dolores castelltor atleta dels anys trenta va destacar en el salt de llargada
0.08333333333333333,a la botiga dones pots comprar roba de dona a preus econòmics,a la botiga d'ones pots comprar roba de dona a preus econòmics
0.05,jana trias es va fer popular amb el seu paper a la sèrie de televisió de llarga durada setè cel,jana tries es va fer popular amb el seu paper a la sèrie de televisió de llarga durada setè cel 60%|█████▉    | 2375/3976 [05:53<04:27,  5.99ex/s] 60%|█████▉    | 2377/3976 [05:53<03:58,  6.72ex/s] 60%|█████▉    | 2378/3976 [05:53<04:30,  5.91ex/s] 60%|█████▉    | 2379/3976 [05:53<04:32,  5.87ex/s] 60%|█████▉    | 2380/3976 [05:53<04:02,  6.58ex/s] 60%|█████▉    | 2381/3976 [05:54<03:54,  6.81ex/s] 60%|█████▉    | 2382/3976 [05:54<04:23,  6.05ex/s] 60%|█████▉    | 2383/3976 [05:54<04:47,  5.54ex/s] 60%|█████▉    | 2384/3976 [05:54<04:38,  5.72ex/s] 60%|█████▉    | 2385/3976 [05:54<04:50,  5.47ex/s] 60%|██████    | 2386/3976 [05:55<04:34,  5.79ex/s] 60%|██████    | 2387/3976 [05:55<04:25,  5.97ex/s] 60%|██████    | 2388/3976 [05:55<04:21,  6.07ex/s] 60%|██████    | 2389/3976 [05:55<04:06,  6.44ex/s] 60%|██████    | 2390/3976 [05:55<03:52,  6.83ex/s] 60%|██████    | 2391/3976 [05:55<04:06,  6.42ex/s] 60%|██████    | 2392/3976 [05:55<04:09,  6.34ex/s] 60%|██████    | 2393/3976 [05:56<03:56,  6.70ex/s] 60%|██████    | 2394/3976 [05:56<03:58,  6.62ex/s] 60%|██████    | 2395/3976 [05:56<03:52,  6.81ex/s] 60%|██████    | 2396/3976 [05:56<03:58,  6.62ex/s] 60%|██████    | 2397/3976 [05:56<04:55,  5.35ex/s] 60%|██████    | 2398/3976 [05:56<04:17,  6.14ex/s] 60%|██████    | 2400/3976 [05:57<03:56,  6.68ex/s] 60%|██████    | 2401/3976 [05:57<04:08,  6.35ex/s] 60%|██████    | 2402/3976 [05:57<04:04,  6.44ex/s] 60%|██████    | 2403/3976 [05:57<04:05,  6.41ex/s] 60%|██████    | 2404/3976 [05:57<03:43,  7.03ex/s] 60%|██████    | 2405/3976 [05:57<03:58,  6.59ex/s] 61%|██████    | 2406/3976 [05:58<05:02,  5.19ex/s] 61%|██████    | 2407/3976 [05:58<04:48,  5.44ex/s] 61%|██████    | 2408/3976 [05:58<04:38,  5.62ex/s] 61%|██████    | 2409/3976 [05:58<04:31,  5.76ex/s] 61%|██████    | 2410/3976 [05:58<03:58,  6.55ex/s] 61%|██████    | 2412/3976 [05:59<03:55,  6.65ex/s] 61%|██████    | 2414/3976 [05:59<03:28,  7.49ex/s] 61%|██████    | 2415/3976 [05:59<03:28,  7.49ex/s] 61%|██████    | 2416/3976 [05:59<03:36,  7.21ex/s] 61%|██████    | 2417/3976 [05:59<03:45,  6.91ex/s] 61%|██████    | 2418/3976 [05:59<03:38,  7.12ex/s] 61%|██████    | 2419/3976 [06:00<04:00,  6.47ex/s] 61%|██████    | 2420/3976 [06:00<04:09,  6.25ex/s] 61%|██████    | 2421/3976 [06:00<03:58,  6.51ex/s] 61%|██████    | 2422/3976 [06:00<03:35,  7.20ex/s] 61%|██████    | 2423/3976 [06:00<03:53,  6.66ex/s] 61%|██████    | 2424/3976 [06:00<03:44,  6.92ex/s] 61%|██████    | 2425/3976 [06:00<03:23,  7.60ex/s] 61%|██████    | 2426/3976 [06:01<03:55,  6.58ex/s] 61%|██████    | 2427/3976 [06:01<03:45,  6.88ex/s] 61%|██████    | 2428/3976 [06:01<04:05,  6.30ex/s] 61%|██████    | 2429/3976 [06:01<04:04,  6.34ex/s] 61%|██████    | 2430/3976 [06:01<03:53,  6.63ex/s] 61%|██████    | 2431/3976 [06:01<04:01,  6.40ex/s] 61%|██████    | 2432/3976 [06:01<03:51,  6.68ex/s] 61%|██████    | 2433/3976 [06:02<03:54,  6.59ex/s] 61%|██████    | 2434/3976 [06:02<04:06,  6.26ex/s] 61%|██████    | 2435/3976 [06:02<04:33,  5.64ex/s] 61%|██████▏   | 2437/3976 [06:02<03:58,  6.46ex/s] 61%|██████▏   | 2439/3976 [06:02<03:31,  7.28ex/s] 61%|██████▏   | 2440/3976 [06:03<03:56,  6.49ex/s] 61%|██████▏   | 2441/3976 [06:03<03:32,  7.21ex/s]
0.2857142857142857,tenen una finca a roquetes en venda,tenen una finca roquetes amb venda
0.0,m'agrada molt la música de colòmbia,m'agrada molt la música de colòmbia
0.1111111111111111,a santa perpètua de mogoda hi ha molta indústria,a santa perpètua de moguda hi ha molta indústria
0.25,ignasi m folch i torres era un futurista,ignasi maria folk i torres era un futurista
0.125,shakira va posar de moda la música llatina,xaquira va posar de moda la música llatina
0.0,fade és el festival d'art digital i electrònica de la cellera de ter,fade és el festival d'art digital i electrònica de la cellera de ter
0.0,alstom era un gegant francès que va ser venut a una empresa nord-americana i això no va,alstom era un gegant francès que va ser venut a una empresa nord-americana i això no va
0.0,saps si esperança esteve ortega encara milita al psc,saps si esperança esteve ortega encara milita al psc
0.4166666666666667,creus que joan canongia gerona voldria presentar-se com a alcalde per vacarisses,creus que joan que no en gia jerona voldria presentar-se com a alcalde per vacarisses
0.09090909090909091,em va saber molt greu que tanquessin el mcdonald's de barcelona,em va saber molt greu que tanquessin el macdonals de barcelona
0.0,el nou-cents dos quatre-cents zero dotze és un telèfon de pagament,el nou-cents dos quatre-cents zero dotze és un telèfon de pagament
0.08333333333333333,hi ha hagut una nova polèmica per l'última entrevista de jordi évole,hi ha hagut una nova polèmica per l'última entrevista de jordi ebole
0.0,quin és el telèfon de fregadís,quin és el telèfon de fregadís
0.2857142857142857,mike jagger té la boca molt grossa,michager té la boca molt grossa
0.0,us inspira confiança el nom de grup unexporc,us inspira confiança el nom de grup unexporc
0.18181818181818182,paramore és un grup de rock alternatiu format a franklin tennessee,paramour és un grup de rock alternatiu format a franklyn tennessee
0.0,de petit anàvem tot sovint a les platges del garraf,de petit anàvem tot sovint a les platges del garraf
0.07692307692307693,vam anar a prendre un cafè a alella i tot va acabar solucionat,vam anar a prendre un cafè alella i tot va acabar solucionat
0.1111111111111111,levi's es va fundar fa més de cinquanta anys,lebis es va fundar fa més de cinquanta anys
0.2857142857142857,quina és la nova pel·lícula d'icíar bollaín,quina és la nova pel·lícula d'icierbollaín
0.125,l'hotel ritz fa pinta de ser molt car,l'hotel riz fa pinta de ser molt car
0.0,badalona s'ha estès molt en els últims anys,badalona s'ha estès molt en els últims anys
0.14285714285714285,hauria de saber qui es lluís tomàs,hauria de saber qui és lluís tomàs
0.0,vull anar de vacances al carib,vull anar de vacances al carib
0.2222222222222222,només escolto en josep carreras quan arriba el nadal,només escolto en josep carreres quan arriba al nadal
0.16666666666666666,mai havia sentit a parlar de l'articulista i escriptor josé carol archs,mai havia sentit a parlar de l'articulista i escriptor josé quarol arx
0.25,david copperfield és un mag amb habilitats extraordinàries,david cooperfield és un mac amb habilitats extraordinàries
0.1,el parc nacional suís és un dels paratges més meravellosos,el parc nacional suís és un dels baratges més meravellosos
0.25,les pel·lícules de woody allen sempre són commovedores,les pel·lícules de boudyallen sempre són commovedores
0.0,a les botigues de caprabo sona una música molt alegre,a les botigues de caprabo sona una música molt alegre
0.15384615384615385,el disseny de la nova terminal de l'aeroport de madrid barajas és espectacular,el disseny de la nova terminal de l'aeroport de madrid-barajas és espectacular
0.3333333333333333,qatar aerolínies patrocina el barça i això no agrada a molts socis,catar aerolíni és patrocina al barça i això no agrada a molts socis
0.1111111111111111,mariposas són la versió espanyola de ja t'ho diré,maripoces són la versió espanyola de ja t'ho diré
0.0,la corporació alimentària guissona pertany al grup alimentari guissona,la corporació alimentària guissona pertany al grup alimentari guissona
0.16666666666666666,el desembre congelat confús es retira,el desembre congelat confus es retira
0.1,creieu que a anglès es parla més anglès que francès,creieu que anglès es parla més anglès que francès
0.15384615384615385,no sabia que pierre coffin és el codirector de la pel·lícula dels minions,no sabia que piarcofeng és el codirector de la pel·lícula dels minions
0.0,el nil menja pernil,el nil menja pernil
0.4,àlex crivillé encara fa curses,alex criviller encara fa curses
0.2857142857142857,quin és l'últim disc de la beth,quin és l'últim disc de lavet
0.058823529411764705,a vandellòs hi tenen una central nuclear i forma part del mateix municipi que l'hospitalet de l'infant,a bandallòs hi tenen una central nuclear i forma part del mateix municipi que l'hospitalet de l'infant
0.5714285714285714,vladimir putin viu al kremlin de moscou,blad i mirpouti viu al kremlim de moscou
0.14285714285714285,ja he rebut la targeta de sephora,ja he rebut la targeta de séfora
0.0,juneda no és un poble gaire gran,juneda no és un poble gaire gran
0.18181818181818182,els bolígrafs de bic es poden trobar a totes les oficines,els bolígrafs de vic es poden trobar totes les oficines
0.0,cobrem l'u de cada mes,cobrem l'u de cada mes
0.5,andy murray és un campió escocès de tennis,andy-murrey és un campió escocès d'atenis
0.0,la meva xicota era japonesa la vaig conèixer a fukui,la meva xicota era japonesa la vaig conèixer a fukui
0.0,les platges del baix penedès són a la costa daurada,les platges del baix penedès són a la costa daurada
0.2222222222222222,el supermercat de sota casa és de coaliment valència,el supermercat de sotacasa és de coaliment valència
0.2222222222222222,montserrat caballé és una cantant d'òpera vetusta reconeguda internacionalment,montserrat cavaller és una cantant d'òpera batusta reconeguda internacionalment
0.14285714285714285,codaline és una banda considerada de culte,codelein és una banda considerada de culte
0.17647058823529413,vaig tenir una gran alegria en saber que l'àlex susanna em convidava a unir-me al seu projecte,vaig tenir una gran alegria en saber que l'alexusana em convidava a unir-me el seu projecte
0.18181818181818182,en aquell punt estava situat exactament a les antípodes de hobart,en aquell punt estava situat exactament a les antípodes d'obard
0.0,la seva filla se'n va anar a viure a santa eulàlia de ronçana,la seva filla se'n va anar a viure a santa eulàlia de ronçana
0.17647058823529413,victor valdés es va lesionar i des de llavors la seva carrera ja no és el mateix,víctor baldes es va alesionar i des de llavors la seva carrera ja no és el mateix
0.06666666666666667,el barça va pagar massa diners pel neymar tot i que sigui un gran jugador,el barça va pagar massa diners pel neimer tot i que sigui un gran jugador
0.16666666666666666,pere subirats ven marroquineria de luxe,peres subirats ven marroquineria de luxe
0.0,la població de sils gairebé s'ha doblat en els últims quinze anys,la població de sils gairebé s'ha doblat en els últims quinze anys
0.0,gràcies a google estic aprenent noms d'empreses que no havia sentit mai com basell poliolefines ibèrica,gràcies a google estic aprenent noms d'empreses que no havia sentit mai com basell poliolefines ibèrica
0.25,l'escola comença al setembre,l'escola comença el setembre
